AgeGroup,Gender,ActionCount,ActionSequence,GradedScore,ResponseTime,LiteracyScore,NumeracyScore,Country
35-39,Female,22,0.5767595961583813,7,141367,269.5869,203.67031,UK
60-65,Female,15,0.5279137437128456,0,124091,318.84513,273.70375,US
20-24,Male,30,0.6253607183050223,1,351613,220.05233,226.91567,UK
50-54,Male,30,0.5877184664672224,1,297149,253.17113,275.80277,UK
25-29,Female,28,0.64595309837683,1,163098,320.46825,281.538,US
35-39,Male,38,0.9258459894470014,0,182133,256.17863,243.38371,US
30-34,Female,3,0.009790864073826205,7,3484,230.96532,189.87996,UK
50-54,Female,20,0.7600395501378593,0,137108,316.90049,277.84664,US
20-24,Male,19,0.18916264405161476,7,104178,251.53385,219.66252,UK
20-24,Male,28,0.8229305011277585,7,248254,348.30911,365.8868,UK
20-24,Female,34,0.6214286811026883,7,218648,321.28297,267.84282,UK
40-44,Female,20,0.741140190056035,7,182257,257.61841,250.69664,UK
35-39,Female,36,0.6343126290925998,1,135992,238.2468,262.62552,UK
20-24,Male,12,0.27522936087218675,0,124953,236.17676,324.56549,US
30-34,Female,29,0.8049187224755855,1,173495,223.88657,288.59344,UK
20-24,Male,19,0.3130200609286383,1,192246,261.41467,289.29757,US
25-29,Female,25,0.53497073024086,1,107921,321.91294,265.02065,US
16-19,Female,34,0.8216630523125732,0,343360,287.05327,252.23226,US
20-24,Male,20,0.36998068190050404,7,263804,196.32347,336.59837,UK
25-29,Female,19,0.4214200602336682,7,192350,291.63309,339.7038,UK
20-24,Female,11,0.3306200037549217,7,190087,283.29397,299.10351,UK
55-59,Female,21,0.29505042538167336,7,192059,245.54342,249.32598,UK
60-65,Male,6,0.045622740084950944,0,48221,166.31837,178.48614,US
35-39,Male,22,0.395915008931846,0,198061,332.09929,325.61369,US
40-44,Female,21,0.7998966143259245,7,158656,220.31132,268.32403,UK
16-19,Male,6,0.025129808517344948,7,3484,172.38576,237.44021,UK
35-39,Female,38,0.9126963012274867,1,371682,340.46202,325.20537,UK
50-54,Male,21,0.4470721611420311,7,209918,247.33245,262.65932,UK
16-19,Male,16,0.5736680629621489,1,205977,315.34301,353.9581,US
40-44,Male,3,0.1440219967598766,7,136542,208.05814,220.37806,UK
16-19,Male,33,0.8092150299899303,7,205148,315.13521,280.33707,UK
50-54,Male,19,0.15347206044329276,1,181533,323.42095,365.66855,US
35-39,Female,19,0.8219108116193732,1,112667,278.84877,251.75332,UK
25-29,Female,40,0.8947033170162317,1,274798,314.85201,279.36666,US
25-29,Female,15,0.36501811944255624,7,102407,204.75609,269.45207,UK
60-65,Male,18,0.5878913107076235,0,207467,246.38542,299.45819,US
30-34,Male,53,0.8958142661812749,1,395390,276.0177,316.40092,UK
30-34,Male,34,0.8238946416312339,7,165745,271.93858,241.72566,UK
25-29,Male,32,0.7805154092815155,1,174731,389.97593,298.88285,US
30-34,Female,21,0.24632467998530677,0,181406,243.43143,258.1187,US
20-24,Male,26,0.780761760587678,7,205201,272.11789,282.27233,UK
25-29,Female,23,0.6023346328783942,1,262324,351.76278,332.7063,UK
20-24,Male,26,0.9122375400610468,1,229227,314.39332,281.95816,UK
45-49,Female,17,0.7376343061761075,7,331535,337.23963,272.38471,UK
45-49,Female,4,0.008950946503933563,0,15310,143.81942,206.5204,US
55-59,Female,16,0.40760100448423914,1,193711,342.30939,295.59135,US
30-34,Male,16,0.24114637634748015,0,267058,174.05915,219.63756,US
20-24,Female,26,0.875702627020516,1,146705,243.22178,281.29484,US
35-39,Female,17,0.6728657162973473,7,227613,209.25833,239.40113,UK
55-59,Female,19,0.14387499477125304,7,253187,189.96951,165.08187,UK
40-44,Female,16,0.15106212752003334,0,135490,295.53502,262.52755,US
30-34,Male,3,0.1072387528499391,7,28526,227.7378,170.60492,UK
60-65,Female,3,0.004888055211960202,7,31155,243.74933,223.96565,UK
50-54,Female,16,0.3123674695703221,7,211713,251.99258,250.3467,UK
30-34,Female,4,0.14380060036254863,7,27347,259.09263,210.61935,UK
30-34,Female,32,0.7579577546880041,1,166129,318.49387,257.56163,US
25-29,Male,33,0.7286693860785093,1,248317,229.22741,235.38491,UK
50-54,Female,19,0.798508875327858,1,192068,297.1494,306.68497,UK
35-39,Male,18,0.12374226534881771,1,301633,321.39057,258.77607,US
55-59,Female,19,0.36120972738348756,1,259263,279.72926,253.66831,UK
45-49,Male,19,0.22678773931508606,1,231861,334.36722,293.5685,US
16-19,Male,46,0.44302721560598934,0,200208,288.45013,346.26889,US
45-49,Female,18,0.47372428826744595,7,225773,181.31082,161.77132,UK
60-65,Male,43,0.9293456044306732,0,194672,308.81616,256.48845,US
20-24,Female,27,0.5070352337816595,1,94900,325.41989,277.50348,UK
45-49,Female,3,0.0004843649437064275,0,3484,147.85532,180.43011,US
30-34,Female,4,0.1722914232826488,7,31930,255.0757,252.27571,UK
45-49,Female,21,0.27078168515830436,0,204818,326.93037,316.28053,US
60-65,Male,19,0.5518116671550557,1,259917,304.85555,262.39253,UK
25-29,Female,14,0.3630401840134922,0,156843,261.21894,178.52243,US
20-24,Female,20,0.7370406038280914,7,195588,189.98458,171.49068,UK
30-34,Female,8,0.3483810374418447,1,105728,373.13035,295.47987,US
60-65,Male,63,0.9142597657040759,1,207654,293.21321,276.52225,UK
60-65,Female,28,0.5954804200967783,1,153192,311.20506,281.9386,UK
20-24,Female,55,0.31811331492793843,1,134347,260.99398,276.84173,UK
35-39,Female,25,0.5733887548848359,1,226787,311.76565,305.08874,UK
25-29,Male,18,0.32185510958498775,7,315430,331.64234,294.74675,UK
45-49,Male,4,0.17338584344738645,7,175994,225.68166,193.83083,UK
30-34,Female,16,0.36063249859832186,1,161245,335.85547,286.31703,UK
50-54,Female,6,0.08216724704751169,7,4884,209.49262,171.75626,UK
50-54,Male,16,0.7286500114783562,7,236810,300.96597,273.82551,US
35-39,Male,23,0.5167788022459916,1,151141,323.22177,250.6831,US
25-29,Female,18,0.4091942473330756,1,124704,283.87039,282.25923,US
60-65,Female,28,0.5658236378402575,1,219375,322.00686,322.23927,UK
35-39,Male,34,0.8793703232425165,0,165181,226.58975,225.54405,US
30-34,Male,28,0.8415825543849959,7,158332,320.34347,291.92366,UK
45-49,Male,23,0.6563287166170872,0,153488,237.719,193.8593,US
20-24,Female,11,0.01757940973475358,0,165387,239.95294,191.18777,US
20-24,Female,22,0.4036622788368511,0,89127,355.46133,335.20938,US
60-65,Male,36,0.826046905723248,0,257375,288.24525,287.34966,US
35-39,Male,15,0.21213176310211673,0,52352,188.62297,173.26495,US
35-39,Female,21,0.4781894111159528,1,168142,319.41505,300.44979,US
60-65,Male,6,0.15937167879777014,7,62926,232.97058,233.68456,UK
35-39,Male,22,0.6420349949162526,7,140541,189.87517,218.11621,UK
50-54,Male,25,0.37441007777961577,1,205908,234.18182,243.12542,US
16-19,Female,27,0.47268101098277243,1,138268,309.25541,260.90738,US
45-49,Female,16,0.0821815524139019,0,116146,271.65441,262.52962,US
50-54,Male,20,0.42876770408666465,7,198318,252.29354,254.15864,UK
20-24,Female,22,0.545443183106172,1,177865,257.16783,188.33928,US
35-39,Female,38,0.9506544110017028,1,475209,268.17019,287.2227,UK
55-59,Female,21,0.3127441138804094,1,217023,216.85403,259.1807,UK
25-29,Female,25,0.5700652982647461,1,153229,364.04701,310.61678,UK
35-39,Female,20,0.48944875662976073,0,176831,278.36977,195.15745,US
16-19,Female,22,0.25855426130514453,7,128007,282.98749,228.35599,UK
45-49,Female,12,0.3174942440939458,1,125184,321.40008,323.6572,UK
20-24,Female,11,0.14794255675056284,7,215244,204.39563,197.55958,UK
55-59,Male,19,0.3149695084272534,0,131159,224.04436,256.17106,US
40-44,Male,42,0.9216695243574727,1,200338,283.91137,293.44914,US
25-29,Male,25,0.8084196381142066,7,118189,232.39957,211.09742,UK
45-49,Male,53,0.9116762885406396,7,259989,238.52305,230.99818,UK
55-59,Male,17,0.30051526681409374,7,218880,256.44485,233.64851,US
20-24,Female,27,0.7616112374305489,1,227320,278.09928,275.20769,UK
20-24,Female,3,0.3319044202975624,7,182974,242.1938,217.26387,UK
30-34,Female,34,0.9291936243646906,0,238779,283.40591,229.38099,US
50-54,Female,15,0.4344576204117638,0,163183,305.4166,250.05785,US
60-65,Male,64,0.7789951616710099,1,272162,300.23226,292.00809,US
30-34,Female,24,0.5568672838489638,1,155163,332.35578,286.58989,UK
40-44,Female,28,0.7132813168623116,1,140639,327.82545,304.75174,UK
45-49,Male,5,0.0004843649437064275,0,3484,226.99192,191.52276,US
25-29,Male,38,0.4748938345097177,7,167618,254.64071,260.75642,UK
16-19,Female,21,0.34378256536997226,0,86014,203.9208,168.17297,US
20-24,Male,22,0.4976065923963711,0,314174,181.34574,155.55486,UK
55-59,Male,23,0.2957029898052948,1,155412,285.75766,206.36569,UK
50-54,Female,21,0.8337097177834536,7,185470,215.55214,233.26932,UK
25-29,Male,35,0.4023284594257699,1,181170,329.1736,289.8949,US
20-24,Female,19,0.48263454526781824,0,237571,263.50102,201.71447,US
35-39,Female,21,0.0004843649437064275,1,190678,264.9572,253.30689,UK
25-29,Female,37,0.7090295220489076,1,197545,298.67736,294.57795,US
35-39,Female,35,0.9998227035662406,7,677277,257.29983,214.80289,UK
16-19,Female,36,0.8223328644250394,1,109421,277.12201,293.00289,US
25-29,Female,19,0.6329931032518163,1,216152,322.58189,251.87837,UK
30-34,Female,16,0.1610473751434388,7,178957,209.77721,227.67646,UK
20-24,Female,4,0.1232741906877133,7,3484,221.52413,133.23192,UK
20-24,Male,39,0.8305591706970827,1,238711,313.96695,260.93142,UK
30-34,Female,29,0.5777521665160854,1,172541,302.179,274.435,UK
60-65,Female,24,0.4356652066802306,1,130669,286.57457,283.77079,UK
60-65,Female,31,0.7145796002088641,1,271772,215.86954,297.30049,UK
50-54,Female,25,0.581877847601652,1,206079,283.79776,260.19782,US
50-54,Female,17,0.618392947802908,7,201013,218.66804,214.36576,UK
20-24,Female,34,0.7049721605878383,1,183571,351.70738,269.85979,US
20-24,Female,23,0.4504126811801758,1,168843,304.29681,272.03629,UK
60-65,Male,18,0.25399355555362174,0,153398,289.8345,271.13507,US
30-34,Female,24,0.6558251345883306,1,158260,221.93972,229.66483,UK
30-34,Male,30,0.8326179452032639,0,273210,350.21884,267.82855,US
40-44,Female,40,0.6778104076789003,1,193147,263.56694,283.59657,UK
40-44,Female,30,0.640995499094831,1,178942,253.98798,300.24975,UK
25-29,Male,21,0.6241122603981906,1,253408,296.42961,302.4499,UK
30-34,Female,33,0.5885543498914921,1,196765,309.64739,268.33155,US
20-24,Female,52,0.9998227035662406,7,646558,245.94958,187.46874,UK
60-65,Male,18,0.2405398013351202,1,160749,326.51998,301.65993,UK
20-24,Male,3,0.012994540045025885,7,6957,157.96032,215.19997,UK
60-65,Female,26,0.9183419252571283,1,416277,250.3516,262.24568,UK
35-39,Female,19,0.17806956216768222,7,3484,237.78395,214.57649,UK
45-49,Female,30,0.7185889002288068,1,310407,315.54447,319.76904,US
20-24,Female,7,0.08282895961169083,7,11935,246.41167,221.11432,UK
55-59,Female,19,0.20344074156294634,1,137490,322.65602,287.93175,US
55-59,Female,32,0.9091589724953857,1,410042,272.2637,323.00737,UK
60-65,Female,20,0.3598390001103366,0,197432,256.17251,309.38736,US
45-49,Female,16,0.45000091511822154,7,166141,311.82086,275.0301,UK
35-39,Male,19,0.43409546630458723,1,214298,353.51094,311.84966,UK
35-39,Female,43,0.7575819015015738,7,481297,211.98386,209.17777,UK
35-39,Female,20,0.5024272925669215,7,149820,317.30049,293.07059,UK
45-49,Female,19,0.2570088272532236,0,151106,275.466,220.24419,US
30-34,Male,22,0.4679122682923867,1,153198,323.62628,248.74584,US
45-49,Female,17,0.6689746219665433,7,254600,206.28989,163.31446,UK
25-29,Male,31,0.6238398403843828,1,89126,345.33779,262.47469,US
35-39,Male,5,0.14069565291485944,7,15485,191.3918,219.25756,UK
60-65,Male,72,0.9285230067033605,7,499138,290.41396,301.0842,UK
35-39,Male,17,0.26749284741125307,0,258637,258.50746,177.87075,US
25-29,Male,16,0.2436737623737712,1,165279,294.05968,270.19719,UK
45-49,Male,31,0.35785741161661555,0,183844,245.4201,244.77945,US
35-39,Female,3,0.028077303105724608,7,3484,190.87194,157.18111,UK
30-34,Male,19,0.5752331191173694,1,209824,347.0007,295.34587,US
16-19,Female,23,0.6222326018443737,0,151361,308.0484,344.77783,US
35-39,Male,21,0.4596387922743276,7,142030,220.14991,283.11642,US
60-65,Male,14,0.19949871236236333,0,153722,287.73048,354.25325,US
55-59,Male,43,0.8189802501542464,0,249360,297.57874,237.32199,US
35-39,Female,37,0.9795358780195682,0,189831,249.73952,158.09922,US
55-59,Female,20,0.4987779120846186,1,247509,314.49359,272.31716,UK
35-39,Female,18,0.38732036648213647,7,221590,299.48847,242.18577,UK
20-24,Female,22,0.42329649494623817,1,211185,256.88078,275.10319,UK
40-44,Male,19,0.24578069542668302,0,182189,299.01162,159.9173,US
16-19,Female,29,0.9503585024918886,1,251543,337.89541,307.98814,UK
40-44,Female,18,0.3300897240319854,0,138424,215.69437,218.02048,UK
16-19,Male,4,0.06501144886199492,7,71161,160.30386,201.53649,US
20-24,Female,46,0.9467998056745471,0,245041,353.31708,293.93787,US
40-44,Male,21,0.7020170043871364,1,213971,340.39373,298.66144,US
30-34,Female,3,0.15576179846785504,7,3484,231.9806,199.60634,UK
20-24,Male,3,0.1499881058777059,7,122701,207.89258,219.78402,UK
60-65,Male,45,0.9709459533359068,1,377372,276.46841,303.29956,UK
40-44,Female,29,0.25386348633842304,7,187126,168.05835,134.63962,UK
20-24,Male,27,0.5900141714872557,1,242580,322.09961,282.19157,UK
25-29,Female,12,0.06133766654821919,7,156403,247.20547,219.21325,UK
45-49,Female,36,0.8886201183502208,1,215879,241.8125,280.54645,UK
45-49,Male,5,0.002281146811718343,7,132908,244.63058,236.08241,UK
20-24,Female,34,0.6903576013127058,0,209864,335.19573,228.09543,US
35-39,Female,23,0.49262145994839357,0,226316,299.31976,306.55362,US
60-65,Male,44,0.623641622554762,1,222374,282.55921,300.35603,UK
20-24,Male,11,0.32265354270442237,7,184108,198.70934,235.27344,UK
40-44,Female,16,0.21393407442949983,1,156863,276.96808,266.97671,UK
25-29,Female,18,0.3074964434633265,1,87583,294.34183,311.72362,UK
30-34,Female,23,0.5660405599969746,7,176261,283.19914,290.74662,UK
60-65,Male,32,0.8139368421344507,1,714602,247.21691,272.40126,UK
35-39,Female,19,0.2450536480427168,0,85845,167.59191,208.22468,US
40-44,Female,12,0.3686308583605497,0,130996,272.98429,269.16263,US
50-54,Female,20,0.35437919265125717,0,203706,264.56864,267.76581,US
20-24,Female,33,0.7006495209238912,1,125512,267.04142,292.74926,UK
50-54,Male,31,0.7675357962854062,1,181115,303.57404,281.38191,UK
20-24,Female,28,0.9109754627925488,1,217418,362.71974,344.35512,UK
16-19,Male,5,0.0004843649437064275,7,3484,169.40069,231.88771,UK
35-39,Female,64,0.7676857674108739,7,193306,225.27974,240.58753,UK
35-39,Female,25,0.501694348340438,1,148829,272.05484,171.96504,US
20-24,Female,18,0.48651444031087177,0,247629,234.07382,178.28822,US
16-19,Female,34,0.9271521631252863,0,251828,243.38581,207.28344,US
35-39,Male,20,0.3456669953599061,0,149141,276.99688,192.47741,US
40-44,Female,13,0.09587267313495296,7,24010,196.31899,178.9075,UK
60-65,Female,40,0.8968524593133557,1,345759,331.18152,259.39695,UK
30-34,Female,3,0.0004843649437064275,0,19690,235.19345,197.986,US
30-34,Female,25,0.858908679512599,1,201582,316.09637,271.05305,US
45-49,Male,22,0.20684079062423455,0,135300,207.20513,215.95599,US
50-54,Male,19,0.16376290195674692,7,179120,182.69225,219.2588,UK
45-49,Male,18,0.44570518074861953,7,236927,232.05249,224.14577,UK
35-39,Male,29,0.6926903759537293,0,112953,267.34388,258.39203,US
25-29,Male,5,0.15207518423015154,7,10844,201.98244,206.73062,UK
35-39,Female,28,0.6816506837948612,1,265164,238.91209,341.01504,US
55-59,Male,16,0.672010427911638,7,209893,299.68773,311.263,UK
40-44,Male,3,0.006837876025785741,7,34231,250.94034,263.52855,UK
20-24,Female,3,0.0004843649437064275,7,15101,192.4629,175.09076,UK
20-24,Female,24,0.6538414053805967,1,133898,327.612,291.54234,US
50-54,Female,3,0.11095966277292663,7,13265,210.93193,235.91496,UK
20-24,Male,15,0.2729580010019395,7,187056,314.30593,324.39646,UK
55-59,Female,18,0.7604897807279163,1,203410,306.36696,329.36596,US
20-24,Female,11,0.3403652960315847,7,110767,167.86651,164.53482,UK
50-54,Female,21,0.4414820309760903,7,240017,224.43391,195.6439,UK
60-65,Female,17,0.20342608405138113,0,278278,247.38492,288.35971,US
20-24,Male,30,0.4918464451139694,7,178090,256.02702,252.47167,UK
55-59,Female,19,0.13812487169940652,7,172300,231.45126,249.01781,UK
25-29,Female,17,0.3020863414903226,7,238432,351.37243,283.26522,UK
50-54,Male,59,0.8599313308357839,0,369743,243.53198,246.47251,US
30-34,Female,27,0.7237982070994524,1,225840,220.69983,190.81342,UK
55-59,Male,3,0.01436063298261038,0,20274,168.69194,224.27812,US
55-59,Female,11,0.32728406670788757,7,185400,300.34561,292.31152,UK
35-39,Male,6,0.08214305213913424,7,6951,228.77322,221.19218,UK
20-24,Female,30,0.770502994662075,1,138361,248.99856,233.04185,UK
30-34,Female,20,0.6623813106095616,1,251580,289.99007,229.36872,US
50-54,Male,14,0.16346627023653712,0,166236,204.24146,251.7865,US
35-39,Female,5,0.18523050707256622,7,9202,185.11542,221.65026,UK
16-19,Female,28,0.539743897609757,1,119334,243.2677,191.14162,UK
45-49,Female,21,0.6155659229037566,1,273874,308.80763,191.4705,UK
35-39,Female,24,0.8501408383310586,1,163262,218.17395,248.77025,UK
55-59,Female,28,0.7383920109681258,1,223627,285.04625,273.20695,UK
60-65,Male,42,0.8921607632483672,0,271592,239.27379,272.14782,UK
60-65,Male,18,0.279078012330746,7,303184,215.24808,209.60874,UK
25-29,Female,27,0.5213166897268641,0,152441,253.53423,241.92258,US
50-54,Female,37,0.7577597467046018,1,238956,302.07533,231.06954,US
30-34,Male,70,0.8832864035128591,0,416731,219.8698,286.24488,US
25-29,Female,21,0.7150841820558175,1,171040,296.53625,235.42503,US
30-34,Female,17,0.20817279861674437,7,213335,287.6357,266.72941,UK
35-39,Male,19,0.4031105734446191,0,233110,308.63152,263.55463,US
45-49,Male,19,0.29303784174728514,0,165520,178.76423,218.51169,US
45-49,Female,23,0.29481974766717584,7,109053,311.45758,244.58644,UK
35-39,Male,23,0.24040896256174263,0,114058,330.31366,280.04715,US
60-65,Female,32,0.2870167551894295,0,119034,274.02622,311.41639,US
30-34,Female,23,0.7222650307148032,1,186997,308.25502,209.10875,UK
30-34,Female,3,0.11248830726498239,0,3484,183.99607,262.4044,US
50-54,Female,17,0.5048719462900806,0,309581,253.80723,309.68762,US
60-65,Male,27,0.7445915843549304,0,104583,321.38817,257.39423,US
45-49,Female,30,0.5107188823109541,1,184078,340.39137,320.21055,US
30-34,Male,28,0.9223447086104706,0,138490,294.58964,242.03112,US
16-19,Female,23,0.608760255630869,7,158029,280.55827,247.25815,UK
20-24,Female,26,0.7982245607735402,0,255774,179.4382,218.56172,UK
20-24,Female,34,0.9998227035662406,1,362758,316.58815,289.15597,US
60-65,Female,22,0.5703761659573827,0,105684,291.1297,288.56968,US
30-34,Female,19,0.46505675959574166,0,185867,270.53624,260.64959,US
35-39,Male,33,0.7753573403949051,0,158524,222.25772,276.86667,US
40-44,Male,22,0.48701574325431196,1,419883,316.42833,311.38331,UK
25-29,Female,18,0.4773189895916177,7,128382,240.16773,256.59712,UK
45-49,Male,20,0.46176621779334226,1,176810,232.86491,294.30255,UK
45-49,Female,39,0.3256032414024185,7,350414,321.97717,317.0185,UK
45-49,Female,3,0.005666339655007957,7,3484,215.85961,162.79697,UK
35-39,Female,22,0.5194466053769942,0,127757,256.2586,186.68772,US
30-34,Male,24,0.5391460587015807,1,159909,296.86786,276.45773,UK
60-65,Female,13,0.13397575801485828,7,448986,191.43466,278.67185,UK
35-39,Male,22,0.48280616886788996,7,248885,255.56311,232.08636,UK
16-19,Female,47,0.8006155815886676,0,198566,258.83909,302.28308,US
16-19,Male,36,0.6922069529368571,1,122302,360.16937,301.25746,US
16-19,Male,32,0.8024020912237902,1,239250,338.87386,261.4497,UK
60-65,Male,18,0.6442565017448412,0,122051,252.60995,299.9125,US
45-49,Male,21,0.4229745181097958,0,131684,300.18413,258.54007,US
20-24,Male,32,0.936161486985728,1,258097,331.64114,278.6466,US
60-65,Female,23,0.8175322953411474,1,217519,300.86592,341.71769,UK
45-49,Male,3,0.0004843649437064275,7,3484,238.41986,162.94836,UK
30-34,Female,23,0.5934761539734501,1,237362,270.86543,290.35799,UK
50-54,Male,17,0.2676657876973987,0,183987,266.53031,278.52294,US
20-24,Female,5,0.10905103667343338,7,52586,142.96828,181.89712,UK
20-24,Female,33,0.8923303088418053,1,232568,265.44144,257.45682,US
30-34,Female,24,0.9684223851625414,1,332003,377.72055,315.03599,UK
30-34,Female,69,0.8367857723070107,1,175335,247.38547,224.34317,UK
16-19,Male,41,0.9730583873661411,1,238213,323.59311,303.03739,UK
35-39,Male,16,0.5643620223012257,7,128301,184.12685,197.28331,UK
25-29,Female,25,0.510318606422289,1,133148,259.48029,270.77191,US
30-34,Female,36,0.49275706396567176,1,291073,318.93035,250.37569,US
40-44,Female,18,0.6460693780396177,7,168197,254.42696,272.64192,UK
20-24,Female,19,0.27588766732415027,7,123487,243.608,261.32842,UK
50-54,Female,13,0.5481501154843244,1,205682,255.48745,270.90176,UK
50-54,Male,23,0.4098891221671029,7,249729,245.79857,217.99574,UK
25-29,Female,23,0.5815406512298756,1,127368,293.75916,277.42781,US
45-49,Male,42,0.9678894862920355,1,496899,336.7271,290.02544,US
45-49,Male,31,0.9080824617043655,0,254743,293.12242,289.23817,US
16-19,Female,26,0.2611604193697892,1,140208,264.98019,207.4601,US
50-54,Female,18,0.5186878242504201,7,205603,195.57056,220.10695,UK
40-44,Male,16,0.15810232393953766,0,185897,151.97811,243.01896,UK
20-24,Female,3,0.10829810701919258,7,49404,211.89595,204.30561,UK
20-24,Female,21,0.23304352718474003,7,29803,221.54014,257.87912,UK
45-49,Male,30,0.4558193242700115,7,267761,260.14279,212.16794,UK
50-54,Male,16,0.502057331295836,7,241324,298.4093,312.50685,UK
25-29,Male,32,0.5580672199873542,1,129433,261.34942,288.01208,UK
50-54,Male,28,0.9450594286917747,0,274507,306.8559,329.02661,US
45-49,Male,22,0.24947512783476333,0,206216,281.38329,295.04577,US
16-19,Female,17,0.3185737020679999,0,91600,221.71633,233.65327,US
45-49,Male,19,0.2358920468720543,0,132713,302.08979,270.04826,US
55-59,Male,16,0.416967579167301,7,248769,271.95087,364.17941,UK
35-39,Female,18,0.7175452548182073,7,348728,295.63704,308.40412,UK
60-65,Female,39,0.8148966563615991,1,340682,290.93916,294.38315,US
45-49,Female,22,0.5293781566529326,1,185610,268.5225,278.81155,US
30-34,Female,18,0.48540657033378365,7,142985,232.56364,200.95214,UK
16-19,Male,19,0.4549283155686157,1,150965,327.27407,324.39638,UK
60-65,Female,15,0.1605958029391482,1,236240,272.63506,284.16316,US
25-29,Female,26,0.5556711281714927,0,187297,236.92757,270.73236,US
50-54,Male,18,0.5149782678410274,0,244971,337.65938,286.48661,UK
50-54,Female,24,0.43034009169617793,7,12319,221.59301,237.98005,UK
20-24,Female,34,0.8436094454177239,0,162865,304.85971,214.2919,US
50-54,Female,5,0.04253598089212959,7,68830,183.80484,214.89015,UK
20-24,Female,11,0.2596720725512394,7,158105,287.8136,271.43583,UK
20-24,Male,16,0.33919680013116654,0,138522,196.48877,177.47396,US
55-59,Female,29,0.9313198120407918,7,209418,234.46492,241.64713,UK
60-65,Female,29,0.7809070497345032,1,236882,247.82342,309.61302,UK
35-39,Male,19,0.3047922870767789,7,195637,189.1245,358.50074,UK
50-54,Male,35,0.574713311959206,7,359773,263.86401,299.2986,UK
20-24,Male,24,0.5894246209249883,1,310607,279.73695,251.48754,US
60-65,Female,16,0.4759477701870674,7,291074,289.84578,263.74337,UK
20-24,Male,4,0.022434963208372558,7,10232,216.91701,239.01077,UK
50-54,Female,4,0.03566330133530088,7,5183,172.12304,197.87382,UK
35-39,Male,26,0.8339302477573802,1,339082,289.69006,250.86216,UK
35-39,Female,33,0.511483130209819,1,222975,363.05316,292.84749,US
45-49,Male,17,0.36820385486808377,1,262388,273.51909,255.74495,UK
45-49,Male,25,0.6897065548257101,1,231614,274.02662,235.70693,US
30-34,Female,20,0.34841040612627233,1,187605,324.21676,245.82353,US
25-29,Male,27,0.39722732637287883,0,215024,317.27423,287.38627,US
35-39,Male,7,0.1506600532309505,7,15337,262.54429,295.44193,UK
20-24,Male,36,0.9373803857210765,0,136401,300.82781,302.02469,US
60-65,Female,41,0.8829054318734504,1,504224,289.91572,304.67916,UK
35-39,Male,25,0.41830465228857955,7,201998,321.94446,295.48418,UK
30-34,Female,26,0.801413400790683,0,205209,246.6356,263.25109,US
60-65,Female,27,0.7916740920041738,1,125606,310.35262,311.18471,UK
35-39,Female,25,0.6741989649927297,7,155596,258.92007,303.9083,UK
45-49,Female,3,0.010250261909937886,7,42705,195.04643,133.39693,UK
55-59,Female,6,0.10331864482564729,7,3484,157.02513,161.79315,UK
30-34,Female,30,0.8534157203304945,1,165949,293.29892,279.38167,UK
45-49,Female,22,0.4168533533899511,7,174242,209.16793,214.51116,UK
30-34,Female,20,0.5589523954032124,1,173584,318.90093,295.88669,US
16-19,Female,22,0.5507092349682311,1,150356,346.23354,314.87608,UK
30-34,Female,18,0.4976520981454917,1,156917,324.73047,318.75432,US
40-44,Female,23,0.5302834727858965,7,255354,180.49658,222.14495,UK
20-24,Female,15,0.22610873367607282,0,127613,246.71788,246.73801,US
35-39,Female,5,0.2185826304063087,7,17697,214.27648,227.35338,UK
20-24,Male,15,0.5590311102819103,1,200688,332.84379,321.81701,UK
55-59,Male,29,0.7919385352868356,0,260201,210.16504,190.00867,US
16-19,Female,32,0.6486683923698098,7,100057,249.28171,274.41861,UK
50-54,Female,21,0.567269314596089,1,305776,290.96156,168.88575,UK
16-19,Male,21,0.2635180441876893,0,148900,294.63085,216.02049,US
60-65,Male,35,0.8936070146397147,1,270084,316.397,296.01356,UK
16-19,Female,40,0.7669137390545545,0,152095,186.21676,151.68627,US
60-65,Male,29,0.7757624826927748,1,295582,296.69975,278.83852,UK
60-65,Female,27,0.6014340244539692,7,201575,236.76348,275.932,UK
35-39,Female,20,0.44129577035405926,0,113228,197.37534,234.84025,US
60-65,Female,22,0.5127158231881221,1,143396,267.10637,321.34062,UK
40-44,Male,30,0.9365331379297567,0,205044,301.80272,302.85337,US
60-65,Female,26,0.13622616042196367,7,188530,194.25341,265.82004,UK
40-44,Male,30,0.597573943476803,0,179004,327.42759,255.45205,US
20-24,Female,29,0.5975370160357708,1,251994,301.76304,268.4846,UK
16-19,Female,30,0.7002089311864086,1,153761,262.69575,323.43676,UK
20-24,Female,39,0.12028951136122877,7,177830,251.05841,222.00505,UK
50-54,Female,27,0.7835995710824561,7,484945,244.02435,263.34397,UK
20-24,Female,33,0.3811861871822343,0,147443,312.88832,194.12116,US
20-24,Male,19,0.5816015319012795,7,208373,249.97112,235.50977,UK
45-49,Female,51,0.9368811602842301,7,173675,342.92157,296.73724,UK
25-29,Female,21,0.8102124990769292,7,218876,185.62658,263.76003,UK
20-24,Female,71,0.9725069071916075,7,548544,276.78014,235.50935,UK
20-24,Female,11,0.5882840426629081,0,112297,223.06623,279.26053,US
50-54,Female,31,0.8217759490670177,1,295177,263.54033,251.01262,UK
60-65,Male,25,0.6109923237810985,1,129750,287.58352,290.94609,UK
