"ID","AgeGroup","Gender","ActionCount","ActionSeq_Collapsed","GradedScore","ResponseTime","LiteracyScore","NumeracyScore"
4555,"20-24","Female",6,"START,COMBOBOX,COMBOBOX,COMBOBOX,NEXT_INQUIRY,END","7",216168,185.36645,191.77195
4557,"20-24","Male",15,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",218320,193.27198,190.85231
4559,"60-65","Male",25,"START,COMBOBOX,COMBOBOX,TAB,TAB,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",336272,268.47735,315.75529
4560,"40-44","Male",42,"START,TOOLBAR_HISTORY_BACK,TAB,TAB,COMBOBOX,COMBOBOX,TAB,TAB,BUTTON,CHECKBOX,CHECKBOX,TOOLBAR,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","1",455516,305.62457,281.7199
4561,"55-59","Male",24,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,BUTTON,BUTTON,COMBOBOX,COMBOBOX,TAB,TAB,COMBOBOX,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",194879,334.90501,329.70712
4564,"45-49","Female",3,"START,NEXT_INQUIRY,END","7",22536,277.50786,274.25708
4571,"55-59","Male",29,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",194606,326.15529,344.27764
4574,"35-39","Male",26,"START,COMBOBOX,COMBOBOX,TAB,TAB,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",131269,254.60485,251.23427
4593,"30-34","Female",3,"START,NEXT_INQUIRY,END","7",4709,256.1245,209.06578
4594,"20-24","Female",42,"START,TEXTLINK,TAB,TOOLBAR,TOOLBAR,TOOLBAR,TAB,TEXTLINK,BOX_PRESS,TOOLBAR_HISTORY_BACK,BOX_PRESS,TOOLBAR_HISTORY_BACK,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,COMBOBOX,TAB,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",340886,221.88226,224.64547
4600,"45-49","Male",15,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",205860,190.49507,200.97622
4601,"40-44","Male",30,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TEXTBOX_ONFOCUS,TEXTBOX_KILLFOCUS,BUTTON,TAB,TAB,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",158249,371.65476,384.75687
4602,"45-49","Female",18,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",158535,232.42109,209.56287
4603,"20-24","Male",23,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",153698,200.8747,222.78431
4606,"35-39","Male",19,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",116601,352.00153,317.92074
4609,"40-44","Female",15,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",142382,244.65902,262.32053
4611,"35-39","Female",27,"START,RESTART,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,COMBOBOX,CHECKBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",102690,241.8897,155.95626
4613,"20-24","Female",26,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TOOLBAR,TOOLBAR,TOOLBAR,TAB,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",252872,342.46835,363.70576
4614,"35-39","Female",23,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",269065,285.54571,296.50422
4615,"30-34","Female",35,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,BUTTON,TEXTBOX_USE,COMBOBOX,BUTTON,BUTTON,BUTTON,TOOLBAR_HISTORY_BACK,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",196432,307.87592,297.21247
4619,"55-59","Male",3,"START,NEXT_INQUIRY,END","7",25991,232.09873,216.66511
4621,"45-49","Female",26,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",157494,243.73605,242.9394
4628,"35-39","Male",3,"START,NEXT_INQUIRY,END","7",12442,251.66516,216.20259
4633,"40-44","Male",25,"START,COMBOBOX,TEXTLINK,TEXTLINK,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",251481,238.68866,229.67752
4637,"30-34","Male",20,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",323033,226.67094,214.93343
4642,"20-24","Male",32,"START,TAB,TAB,BUTTON,TEXTBOX_ONFOCUS,TEXTBOX_KILLFOCUS,BUTTON,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",168501,263.13203,234.93187
4643,"16-19","Female",21,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",125782,185.60616,188.73126
4645,"35-39","Male",27,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",229216,324.43856,299.38268
4649,"25-29","Female",27,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TOOLBAR,GET_HELP,TAB,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",183422,295.01175,276.54153
4654,"45-49","Female",26,"START,TAB,TOOLBAR,TOOLBAR,TOOLBAR,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",115138,345.7424,326.16201
4658,"45-49","Male",45,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,BUTTON,COMBOBOX,TAB,TAB,COMBOBOX,TAB,TAB,BUTTON,BUTTON,BUTTON,TEXTLINK,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,BUTTON,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,BUTTON,BUTTON,TAB,TAB,BUTTON,BUTTON,NEXT_INQUIRY,END","7",267832,301.98681,331.65347
4664,"20-24","Male",28,"START,COMBOBOX,TAB,TAB,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",110463,325.37776,355.16851
4668,"45-49","Female",17,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",207337,321.11948,319.23569
4670,"55-59","Male",20,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",223151,293.60219,328.80389
4671,"45-49","Male",3,"START,NEXT_INQUIRY,END","7",5129,210.79435,205.20559
4672,"25-29","Female",42,"START,COMBOBOX,COMBOBOX,TEXTLINK,TAB,GET_HELP,MENU,TOOLBAR,TOOLBAR,TOOLBAR,TOOLBAR,TAB,TOOLBAR,TOOLBAR,TEXTLINK,TOOLBAR,TOOLBAR,TOOLBAR,TOOLBAR,TOOLBAR,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,TAB,TEXTLINK,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",400318,303.67772,253.29562
4673,"55-59","Female",26,"START,TAB,TOOLBAR,TAB,TAB,TAB,TEXTLINK,COMBOBOX,COMBOBOX,TEXTLINK,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,TAB,BUTTON,BUTTON,TAB,TAB,BUTTON,BUTTON,NEXT_INQUIRY,END","1",394022,308.43151,301.80922
4680,"60-65","Male",61,"START,TAB,TAB,BOX_PRESS,TOOLBAR_HISTORY_BACK,TAB,TAB,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,TAB,TOOLBAR_HISTORY_BACK,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,TOOLBAR_HISTORY_BACK,COMBOBOX,BUTTON,BUTTON,TOOLBAR_HISTORY_BACK,COMBOBOX,BUTTON,TOOLBAR_HISTORY_BACK,COMBOBOX,BUTTON,BUTTON,TOOLBAR_HISTORY_BACK,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TOOLBAR_HISTORY_ADD,TOOLBAR,TOOLBAR,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_NEXT,TOOLBAR_HISTORY_ADD,TAB,TAB,BUTTON,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,TOOLBAR_HISTORY_BACK,COMBOBOX,BUTTON,BUTTON,TOOLBAR_HISTORY_BACK,COMBOBOX,BUTTON,BUTTON,TOOLBAR,NEXT_INQUIRY,END","7",625711,225.05256,296.13859
4686,"40-44","Female",32,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,COMBOBOX,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,TAB,TAB,COMBOBOX,TAB,TAB,TAB,TAB,TAB,TAB,BUTTON,BUTTON,NEXT_INQUIRY,END","1",207483,352.10174,353.08367
4692,"30-34","Female",5,"START,COMBOBOX,COMBOBOX,NEXT_INQUIRY,END","7",51408,273.52938,233.11277
4693,"45-49","Female",33,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",227793,293.36023,272.08
4694,"30-34","Male",32,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",187314,355.83668,394.29136
4696,"40-44","Male",25,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",169568,321.23523,271.18517
4703,"35-39","Female",30,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",152874,255.33751,241.68517
4704,"50-54","Male",19,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END_CANCEL,NEXT_INQUIRY,END","1",294573,345.26543,343.43476
4705,"40-44","Female",23,"START,COMBOBOX,COMBOBOX,TAB,TAB,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,TAB,TAB,TAB,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",196889,285.57307,244.34485
4708,"55-59","Female",17,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,NEXT_INQUIRY,END","7",125434,221.82535,158.92453
4710,"40-44","Male",26,"START,TAB,TOOLBAR,TOOLBAR,TOOLBAR,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",173663,346.88088,323.23446
4714,"35-39","Female",23,"START,TEXTLINK,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",130090,285.26164,248.67668
4715,"30-34","Female",20,"START,TEXTLINK,TEXTLINK,CHECKBOX,TAB,TAB,BUTTON,BUTTON,TAB,TAB,COMBOBOX,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","1",281711,291.16499,295.53714
4721,"40-44","Male",23,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,TAB,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",184051,276.1702,261.11585
4724,"50-54","Female",29,"START,TEXTLINK,TEXTLINK,CHECKBOX,CHECKBOX,TAB,TOOLBAR_HISTORY_BACK,TAB,CHECKBOX,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",343504,310.27639,303.59304
4725,"30-34","Male",29,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",147172,316.02273,316.46177
4726,"16-19","Male",38,"START,TAB,TAB,TAB,TAB,TEXTLINK,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,TAB,TAB,COMBOBOX,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",200839,267.24937,286.70502
4731,"40-44","Female",3,"START,NEXT_INQUIRY,END","7",13754,238.64161,197.8432
4741,"30-34","Male",30,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,TAB,TAB,TAB,CHECKBOX,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,COMBOBOX,TAB,TAB,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",274558,262.60765,257.18909
4742,"50-54","Male",21,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",202131,184.48949,234.32067
4746,"30-34","Female",25,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,BUTTON,BUTTON,TAB,TAB,COMBOBOX,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",167193,306.11521,318.99337
4750,"25-29","Female",24,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",281186,275.98545,216.85594
4751,"35-39","Female",39,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,TAB,TAB,BUTTON,BUTTON,BUTTON,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",216001,331.38766,363.44146
4757,"30-34","Male",3,"START,NEXT_INQUIRY,END","7",11260,217.23433,212.46484
4758,"16-19","Male",22,"START,TEXTLINK,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",152602,328.41372,314.25207
4762,"20-24","Male",23,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",135727,270.03056,287.25541
4764,"25-29","Male",39,"START,TAB,TAB,TEXTLINK,COMBOBOX,BUTTON,BUTTON,TEXTLINK,TOOLBAR_HISTORY_BACK,TEXTLINK,TOOLBAR_HISTORY_BACK,TEXTLINK,TOOLBAR_HISTORY_BACK,TEXTLINK,TOOLBAR_HISTORY_BACK,TEXTLINK,TAB,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",251270,285.25225,299.45075
4766,"50-54","Male",16,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",200202,278.32442,253.73909
4771,"45-49","Female",22,"START,TAB,TOOLBAR,TOOLBAR_HISTORY_BACK,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",271876,293.25215,305.80076
4772,"25-29","Female",35,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END_CANCEL,NEXT_INQUIRY,END_CANCEL,NEXT_INQUIRY,END","7",227379,273.60093,246.53488
4773,"35-39","Female",20,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END_CANCEL,NEXT_INQUIRY,END","7",210896,203.61915,225.64662
4774,"55-59","Female",10,"START,COMBOBOX,COMBOBOX,BUTTON,TEXTBOX_ONFOCUS,TEXTBOX_KILLFOCUS,BUTTON,TEXTLINK,NEXT_INQUIRY,END","7",96320,216.66734,240.69291
4775,"45-49","Male",17,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",156760,337.34193,326.08695
4776,"50-54","Male",28,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TOOLBAR,TOOLBAR,TAB,BUTTON,BUTTON,TAB,TAB,TAB,TAB,COMBOBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",166909,295.42688,286.88628
4783,"35-39","Female",32,"START,TEXTLINK,TEXTLINK,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,NEXT_INQUIRY,END","7",508401,245.91378,214.0864
4794,"25-29","Female",29,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",130401,201.48126,163.25158
4795,"55-59","Female",24,"START,TAB,TAB,TOOLBAR,TOOLBAR,TOOLBAR,TOOLBAR,TOOLBAR,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",225669,327.55112,334.62759
4796,"35-39","Female",7,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",57492,243.78652,216.43274
4804,"16-19","Male",32,"START,TEXTLINK,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",160720,255.10983,291.28352
4824,"20-24","Male",45,"START,TAB,TAB,COMBOBOX,BOX_PRESS,TOOLBAR_HISTORY_BACK,TEXTLINK,BOX_PRESS,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,TEXTLINK,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",170317,250.53678,274.37394
